HS_NO     NOTE
72159000 其他鐵或非合金鋼條及桿
7216     鐵或非合金鋼製角、形及型
721610   Ｕ型、Ｉ型或Ｈ型，熱軋、熱抽或擠製後未進一步加工，高度小於８０公厘者
72161000 鐵或非合金鋼製Ｕ型、Ｉ型或Ｈ型，熱軋、熱抽或擠製後未進一步加工，高度小於８０公厘者
72162    －Ｌ型或Ｔ型，熱軋、熱抽或擠製後未進一步加工，高度小於８０公厘者︰
721621   Ｌ型
72162100 鐵或非合金鋼製Ｌ型
721622   Ｔ型
72162200 鐵或非合金鋼製Ｔ型
72163    －Ｕ型、Ｉ型或Ｈ型，熱軋、熱抽或擠製後未進一步加工，高度８０公厘及以上者︰
721631   Ｕ型
72163100 鐵或非合金鋼製Ｕ型
721632   Ｉ型
72163200 鐵或非合金鋼製Ｉ型
721633   Ｈ型
72163300 鐵或非合金鋼製Ｈ型
721640   Ｌ型或Ｔ型，熱軋、熱抽或擠製後未進一步加工，高度８０公厘及以上者
72164000 鐵或非合金鋼製Ｌ型或Ｔ型，熱軋、熱抽或擠製後未進一步加工，高度８０公厘及以上者
721650   其他角、形及型，熱軋、熱抽或擠製後未進一步加工者
72165000 鐵或非合金鋼製其他角、形及型，熱軋、熱抽或擠製後未進一步加工者
72166    －角、形及型，冷成形或冷光製後未進一步加工者︰
721661   扁軋製品製者
72166100 鐵或非合金鋼扁軋製品製角、形及型，冷成形或冷光製後未進一步加工者
721669   其他
72166900 其他鐵或非合金鋼製角、形及型，冷成形或冷光製後未進一步加工者
72169    －其他︰
721691   扁軋製品冷成形或冷光製者
72169100 鐵或非合金鋼扁軋製品製角、形及型，冷成形或冷光製者
721699   其他
72169910 鐵或非合金鋼製板樁，未進一步加工者
72169990 其他鐵或非合金鋼製角、形及型，未進一步加工者
7217     鐵或非合金鋼製線
721710   未經鍍面或塗面，不論是否拋光製者
72171010 鐵或非合金鋼製線，未經鍍面或塗面，不論是否拋光製者，以重量計含碳量小於０．２５％
72171020 鐵或非合金鋼製線，未經鍍面或塗面，不論是否拋光製者，以重量計含碳量０．２５％及以上但小於０．６％
72171030 鐵或非合金鋼製線，未經鍍面或塗面，不論是否拋光製者，以重量計含碳量０．６％及以上
721720   鍍或塗鋅者
72172010 鐵或非合金鋼製線，鍍或塗鋅者，以重量計含碳量小於０．２５％
72172020 鐵或非合金鋼製線，鍍或塗鋅者，以重量計含碳量０．２５％及以上但小於０．６％
72172030 鐵或非合金鋼製線，鍍或塗鋅者，以重量計含碳量０．６％及以上
721730   鍍或塗其他卑金屬者
72173010 鐵或非合金鋼製線，鍍或塗其他卑金屬者，以重量計含碳量小於０．２５％
72173020 鐵或非合金鋼製線，鍍或塗其他卑金屬者，以重量計含碳量０．２５％及以上但小於０．６％
72173030 鐵或非合金鋼製線，鍍或塗其他卑金屬者，以重量計含碳量０．６％及以上
721790   其他
72179010 塗錫銅包鐵線
72179020 其他鍍或塗面之鐵或非合金鋼製線，以重量計含碳量小於０．２５％者
72179030 其他鍍或塗面之鐵或非合金鋼製線，以重量計含碳量０．２５％及以上但小於０．６％者
72179040 其他鍍或塗面之鐵或非合金鋼製線，以重量計含碳量０．６％及以上者
72179090 其他第７２１７節所屬之貨品
7218     不銹鋼鑄錠或其他初級形狀；不銹鋼半製品
721810   鑄錠及其他初級形狀者
72181000 不銹鋼鑄錠或其他初級形狀
72189    －其他︰
721891   橫斷面為長方形（正方形除外）者
72189100 不銹鋼半製品，橫斷面為長方形（正方形除外）者
721899   其他
72189900 其他不銹鋼半製品
7219     不銹鋼扁軋製品，寬度６００公厘及以上者
72191    －捲盤狀，熱軋後未進一步加工者︰
721911   厚度超過１０公厘者
72191110 ＳＵＳ４００系列之熱軋不銹鋼扁軋製品，捲盤狀，厚度超過１０公厘者
72191190 其他熱軋不銹鋼扁軋製品，捲盤狀，厚度超過１０公厘者
721912   厚度４．７５公厘及以上但不超過１０公厘者
72191210 ＳＵＳ４００系列之熱軋不銹鋼扁軋製品，捲盤狀，厚度４．７５公厘及以上但不超過１０公厘者
72191290 其他熱軋不銹鋼扁軋製品，捲盤狀，厚度４．７５公厘及以上但不超過１０公厘者
721913   厚度３公厘及以上但小於４．７５公厘者
72191310 ＳＵＳ４００系列之熱軋不銹鋼扁軋製品，捲盤狀，厚度３公厘及以上但小於４．７５公厘者
72191390 其他熱軋不銹鋼扁軋製品，捲盤狀，厚度３公厘及以上但小於４．７５公厘者
721914   厚度小於３公厘者
72191410 ＳＵＳ４００系列之熱軋不銹鋼扁軋製品，捲盤狀，厚度小於３公厘者
72191490 其他熱軋不銹鋼扁軋製品，捲盤狀，厚度小於３公厘者
72192    －非捲盤狀，熱軋後未進一步加工者︰
721921   厚度超過１０公厘者
72192110 ＳＵＳ４００系列之熱軋不銹鋼扁軋製品，非捲盤狀，厚度超過１０公厘者
72192190 其他熱軋不銹鋼扁軋製品，非捲盤狀，厚度超過１０公厘者
721922   厚度４．７５公厘及以上但不超過１０公厘者
72192210 ＳＵＳ４００系列之熱軋不銹鋼扁軋製品，非捲盤狀，厚度４．７５公厘及以上但不超過１０公厘者
72192290 其他熱軋不銹鋼扁軋製品，非捲盤狀，厚度４．７５公厘及以上但不超過１０公厘者
721923   厚度３公厘及以上但小於４．７５公厘者
72192310 ＳＵＳ４００系列之熱軋不銹鋼扁軋製品，非捲盤狀，厚度３公厘及以上但小於４．７５公厘者
72192390 其他熱軋不銹鋼扁軋製品，非捲盤狀，厚度３公厘及以上但小於４．７５公厘者
721924   厚度小於３公厘者
72192410 ＳＵＳ４００系列之熱軋不銹鋼扁軋製品，非捲盤狀，厚度小於３公厘者
72192490 其他熱軋不銹鋼扁軋製品，非捲盤狀，厚度小於３公厘者
72193    －冷軋（冷延）後未進一步加工者︰
721931   厚度４．７５公厘及以上者
72193110 ＳＵＳ４００系列之冷軋（冷延）不銹鋼扁軋製品，厚度４．７５公厘及以上者
72193190 其他冷軋（冷延）不銹鋼扁軋製品，厚度４．７５公厘及以上者
721932   厚度３公厘及以上但小於４．７５公厘者
72193210 ＳＵＳ４００系列之冷軋（冷延）不銹鋼扁軋製品，厚度３公厘及以上但小於４．７５公厘者
72193290 其他冷軋（冷延）不銹鋼扁軋製品，厚度３公厘及以上但小於４．７５公厘者
721933   厚度超過１公厘，但小於３公厘者
72193310 ＳＵＳ４００系列之冷軋（冷延）不銹鋼扁軋製品，厚度超過１公厘，但小於３公厘者
72193390 其他冷軋（冷延）不銹鋼扁軋製品，厚度超過１公厘但小於３公厘者
721934   厚度０．５公厘及以上，但不超過１公厘者
72193410 ＳＵＳ４００系列之冷軋（冷延）不銹鋼扁軋製品，厚度０．５公厘及以上，但不超過１公厘者
72193490 其他冷軋（冷延）不銹鋼扁軋製品，厚度０．５公厘及以上，但不超過１公厘者
721935   厚度小於０．５公厘者
72193510 ＳＵＳ４００系列之冷軋（冷延）不銹鋼扁軋製品，厚度小於０．５公厘者
72193590 其他冷軋（冷延）不銹鋼扁軋製品，厚度小於０．５公厘者
721990   其他
72199000 其他不銹鋼扁軋製品，寬度６００公厘及以上者
7220     不銹鋼扁軋製品，寬度小於６００公厘者
72201    －熱軋後未進一步加工者︰
722011   厚度４．７５公厘及以上者
72201110 ＳＵＳ４００系列之熱軋不銹鋼扁軋製品，寬度小於６００公厘，厚度４．７５公厘及以上者
72201190 其他熱軋不銹鋼扁軋製品，寬度小於６００公厘，厚度４．７５公厘及以上者
722012   厚度小於４．７５公厘者
72201210 ＳＵＳ４００系列之熱軋不銹鋼扁軋製品，寬度小於６００公厘，厚度小於４．７５公厘者
72201290 其他熱軋不銹鋼扁軋製品，寬度小於６００公厘，厚度小於４．７５公厘者
722020   冷軋（冷延）後未進一步加工者
72202010 ＳＵＳ４００系列之冷軋不銹鋼扁軋製品，寬度小於６００公厘者
72202090 其他冷軋不銹鋼扁軋製品，寬度小於６００公厘者
722090   其他
72209010 ＳＵＳ４００系列之其他不銹鋼扁軋製品，寬度小於６００公厘者
72209090 其他不銹鋼扁軋製品，寬度小於６００公厘者
7221     熱軋之不銹鋼條及桿，繞成不規則捲盤狀
722100   熱軋之不銹鋼條及桿，繞成不規則捲盤狀
72210000 熱軋之不銹鋼條及桿，繞成不規則捲盤狀
7222     其他不銹鋼條及桿，不銹鋼製角、形及型
72221    －條及桿，熱軋、熱抽或擠製後未進一步加工者︰
722211   圓橫斷面者
72221100 不銹鋼圓橫斷面條及桿，熱軋、熱抽或擠製後未進一步加工者
722219   其他
72221900 其他不銹鋼條及桿，熱軋、熱抽或擠製後未進一步加工者
722220   條及桿，冷成形或冷處理後未進一步加工者
72222000 不銹鋼條及桿，冷成形或冷處理後未進一步加工者
722230   其他條及桿
72223000 其他不銹鋼條及桿
722240   角、形及型
72224000 不銹鋼製角、形及型
7223     不銹鋼線
722300   不銹鋼線
72230000 不銹鋼線
7224     鑄錠或其他初級形狀之其他合金鋼；其他合金鋼半製品
722410   鑄錠及其他初級形狀
72241000 其他合金鋼鑄錠及其他初級形狀
722490   其他
72249000 其他合金鋼半製品
7225     其他合金鋼之扁軋製品，寬度６００公厘及以上者
72251    －電氣矽鋼者︰
722511   晶狀具方向性者
72251100 晶狀具方向性電氣矽鋼扁軋製品，寬度６００公厘及以上者
722519   其他
72251910 其他電氣矽鋼扁軋製品，寬度６００公厘及以上者，以頻率５０赫芝最大磁通密度１．５韋伯／平方公尺時鐵心損失在６．５瓦特／公斤及以上者
72251920 其他電氣矽鋼扁軋製品，寬度６００公厘及以上者，以頻率５０赫芝最大磁通密度１．５韋伯／平方公尺時鐵心損失在５瓦特／公斤及以上但未達６．５瓦特／公斤者
72251930 其他電氣矽鋼扁軋製品，寬度６００公厘及以上者，以頻率５０赫芝最大磁通密度１．５韋伯／平方公尺時鐵心損失低於５瓦特／公斤者
722530   其他，捲盤狀，熱軋後未進一步加工者
72253000 其他合金鋼之扁軋製品，捲盤狀，熱軋後未進一步加工，寬度６００公厘及以上者
722540   其他，非捲盤狀，熱軋後未進一步加工者
72254000 其他合金鋼扁軋製品，非捲盤狀，熱軋後未進一步加工，寬度６００公厘及以上者
722550   其他，冷軋（冷延）後未進一步加工者
72255000 其他合金鋼扁軋製品，冷軋（冷延）後未進一步加工，寬度６００公厘及以上者
72259    －其他︰
722591   電解法鍍或塗鋅者
72259100 電解法鍍或塗鋅之其他合金鋼扁軋製品，寬度６００公厘及以上者
722592   其他方法鍍或塗鋅者
72259200 其他方法鍍或塗鋅之其他合金鋼扁軋製品，寬度６００公厘及以上者
722599   其他
72259910 其他合金鋼之扁軋製品，寬度６００公厘及以上，經鍍面、塗面或護面者
72259990 其他合金鋼之扁軋製品，寬度６００公厘及以上者
7226     其他合金鋼之扁軋製品，寬度小於６００公厘者
72261    －電氣矽鋼者︰
722611   晶狀具方向性者
72261100 晶狀具方向性電氣矽鋼扁軋製品，寬度小於６００公厘者
722619   其他
72261910 其他電氣矽鋼扁軋製品，寬度小於６００公厘者，以頻率５０赫芝最大磁通密度１．５韋伯／平方公尺時鐵心損失在６．５瓦特／公斤及以上者
72261920 其他電氣矽鋼扁軋製品，寬度小於６００公厘者，以頻率５０赫芝最大磁通密度１．５韋伯／平方公尺時鐵心損失在５瓦特／公斤及以上但未達６．５瓦特／公斤者
72261930 其他電氣矽鋼扁軋製品，寬度小於６００公厘者，以頻率５０赫芝最大磁通密度１．５韋伯／平方公尺時鐵心損失低於５瓦特／公斤者
722620   高速鋼者
72262000 高速鋼扁軋製品，寬度小於６００公厘者
72269    －其他︰
722691   熱軋後未進一步加工者
72269100 其他合金鋼扁軋製品，熱軋後未進一步加工，寬度小於６００公厘者
722692   冷軋（冷延）後未進一步加工者
72269210 鎳鐵合金鋼扁軋製品，鎳含量不低於４０％，冷軋（冷延）後未進一步加工，寬度小於６００公厘者
72269290 其他合金鋼扁軋製品，冷軋（冷延）後未進一步加工，寬度小於６００公厘者
722699   其他
72269910 電解法鍍或塗鋅之其他合金鋼扁軋製品，寬度小於６００公厘者
72269920 其他方法鍍或塗鋅之其他合金鋼扁軋製品，寬度小於６００公厘者
72269990 其他合金鋼扁軋製品，寬度小於６００公厘者
7227     熱軋之其他合金鋼製條及桿，繞成不規則捲盤狀
722710   高速鋼者
72271000 熱軋高速鋼條及桿，繞成不規則捲盤狀
722720   矽錳鋼者
72272010 熱軋矽錳鋼條及桿，焊接電極用，繞成不規則捲盤狀
72272090 其他熱軋矽錳鋼條及桿，繞成不規則捲盤狀
722790   其他
72279000 其他熱軋合金鋼製條及桿，繞成不規則捲盤狀
7228     其他合金鋼製之其他條及桿；其他合金鋼製之角、形及型；合金鋼或非合金鋼製之空心鑽條及桿
722810   高速鋼條及桿
72281000 其他高速鋼製條及桿
722820   矽錳鋼條及桿
72282010 其他矽錳鋼條及桿，焊接電極用者
72282090 其他矽錳鋼製條及桿
722830   其他條及桿，熱軋、熱抽或擠製後未進一步加工者
72283000 其他合金鋼製條及桿，熱軋、熱抽或擠製後未進一步加工者
722840   其他條及桿，鍛造後未進一步加工者
72284000 其他合金鋼製條及桿，鍛造後未進一步加工者
722850   其他條及桿，冷成形或冷光製後未進一步加工者
72285000 其他合金鋼製條及桿，冷成形或冷光製後未進一步加工者
722860   其他條及桿
72286000 其他合金鋼製條及桿
722870   角、形及型
72287000 其他合金鋼製之角、形及型
722880   空心鑽條及桿
72288010 合金鋼製之空心鑽條及桿
72288020 非合金鋼製之空心鑽條及桿
7229     其他合金鋼製之線
722920   矽錳鋼者
72292000 矽錳鋼線
722990   其他
72299010 鎳鐵合金鋼線
72299020 鐵鎳鈷合金鋼線
72299030 高速鋼線
72299090 其他合金鋼製之線
73       第７３章　鋼鐵製品
7301     不論已否鑽孔、衝孔或以元件組成之鋼板樁；經焊接之鋼鐵角、形及型
730110   板
73011000 鋼（鐵）板樁，不論已否鑽孔、衝孔或以元件組成者
730120   角、形及型
73012000 經焊接之鋼鐵角、形及型
7302     鐵道及電車道建軌鋼鐵材料：軌、護軌、齒軌、道岔尖軌、轍叉、尖軌拉桿及其他叉道段件、枕鐵、軌枕、魚尾板、軌座、軌座楔、底板、軌夾、座板、繫桿及其他連接或固定鐵軌之專用材料。
730210   軌
73021010 每公尺重量小於３９公斤之鋼（鐵）輕軌
73021020 每公尺重量３９公斤及以上之鋼（鐵）重軌
730230   道岔尖軌、轍叉、尖軌拉桿及其他叉道段件
73023000 鋼鐵製道岔尖軌、轍叉、尖軌拉桿及其他叉道段件
730240   魚尾板及底板
73024000 鋼鐵製魚尾板及底板
730290   其他
73029010 舊破鐵軌，可作坑道支柱用或經重新軋製轉變為其他物品者
73029090 其他鐵道及電車道建軌鋼鐵材料
7303     鑄鐵製管及空心型
730300   鑄鐵製管及空心型
73030000 鑄鐵製管及空心型
7304     鋼鐵製（鑄鐵除外）無縫管及空心型
73041    －油、氣管線用管：
730411   不銹鋼者
73041100 不銹鋼製油、氣管線用無縫管
730419   其他
73041900 其他鋼鐵製（鑄鐵除外）油、氣管線用無縫管
73042    －鑽採油或氣所用之套管、導管及鑽管：
730422   不銹鋼鑽管
73042200 不銹鋼製鑽採油或氣所用無縫鑽管
730423   其他鑽管
73042300 其他鋼鐵製鑽採油或氣所用無縫鑽管
730424   其他，不銹鋼者
73042400 其他不銹鋼鑽採油或氣所用無縫套管及導管
730429   其他
73042900 其他鋼鐵製（鑄鐵除外）鑽採油或氣所用之無縫套管、導管
73043    －其他，鐵或非合金鋼圓橫斷面管︰
730431   冷抽或冷軋（冷延）者
73043100 鐵或非合金鋼圓橫斷面無縫管及空心型，冷抽或冷軋（冷延）者
730439   其他
73043910 無縫鋼鐵管坯料
73043990 其他鐵或非合金鋼圓橫斷面無縫管及空心型
73044    －其他，不銹鋼圓橫斷面管︰
730441   冷抽或冷軋（冷延）者
73044100 不銹鋼圓橫斷面無縫管及空心型，冷抽或冷軋（冷延）者
730449   其他
73044900 其他不銹鋼圓橫斷面無縫管及空心型
73045    －其他，其他合金鋼製圓橫斷面管︰
730451   冷抽或冷軋（冷延）者
73045110 鉬鉻合金鋼鐵無縫管，冷抽或冷軋（冷延）者
73045190 其他合金鋼製圓橫斷面無縫管及空心型，冷抽或冷軋（冷延）者
730459   其他
73045910 鉬鉻合金鋼鐵無縫管，非冷抽或冷軋（冷延）
73045990 其他合金鋼製圓橫斷面其他無縫管及空心型，非冷抽或冷軋（冷延）
730490   其他
73049000 其他鋼鐵製（鑄鐵除外）無縫管及空心型
7305     其他鋼鐵管（如︰焊接、鉚接或類似接合者），具圓橫斷面，其外徑超過４０６．４公釐者
73051    －油、氣管線用管︰
730511   縱向潛弧焊接者
73051100 縱向潛弧焊接鋼鐵管，具圓橫斷面，其外徑超過４０６．４公釐者
730512   其他，縱向焊接者
73051200 其他縱向焊接鋼鐵管，具圓橫斷面，其外徑超過４０６．４公釐者
730519   其他
73051900 其他油氣管線用鋼鐵管，具圓橫斷面，其外徑超過４０６．４公釐者
730520   鑽採油、氣用套管
73052000 鑽採油、氣用套管，具圓橫斷面，其外徑超過４０６．４公釐者
73053    －其他，焊接管︰
730531   縱向焊接者
73053100 其他縱向焊接鋼鐵管
730539   其他
73053900 其他焊接鋼鐵管，具圓橫斷面，其外徑超過４０６．４公釐者
730590   其他
73059000 其他鋼鐵管，具圓橫斷面，其外徑超過４０６．４公釐者
7306     鋼鐵製之其他管及空心型（如︰開縫或焊接、鉚接或類似接合者）
73061    －油、氣管線用管：
730611   不銹鋼焊接者
73061100 不銹鋼製油、氣管線用焊接管
730619   其他
73061900 其他鋼鐵製油、氣管線用管
73062    －鑽採油或氣所用之套管及導管：
730621   不銹鋼焊接者
73062100 不銹鋼製鑽採油或氣所用焊接套管及導管
730629   其他
73062900 其他鋼鐵製鑽採油或氣所用套管及導管
730630   其他，鐵或非合金鋼圓橫斷面焊接管
73063000 其他管及空心型，鐵或非合金鋼圓橫斷面焊接管
730640   其他，不銹鋼圓橫斷面焊接管
73064000 其他管及空心型，不銹鋼圓橫斷面焊接者
730650   其他，其他合金鋼圓橫斷面焊接管
73065000 其他管及空心型，其他合金鋼圓橫斷面焊接管
73066    －其他，非圓橫斷面焊接管：
730661   方型或長方型橫斷面管
73066100 方型或長方型橫斷面焊接管
730669   其他，非圓橫斷面焊接管
73066900 其他鋼鐵製非圓橫斷面焊接管
730690   其他
73069010 鉬鉻合金鋼鐵管
73069090 其他鋼鐵製之其他管及空心型
7307     鋼鐵製管子配件（如︰接頭、肘管、套筒）
73071    －鑄造配件︰
730711   非展性鑄鐵者
73071100 鑄造配件，非展性鑄鐵製者
730719   其他
73071900 其他鑄鐵製管配件
73072    －其他，不銹鋼製者︰
730721   凸緣
73072100 凸緣，不銹鋼製
730722   螺紋肘管、彎管及套筒
73072210 螺紋套筒（僅含接頭），不銹鋼製
73072220 螺紋肘管、彎管及其他套筒，不銹鋼製
730723   對焊接配件
73072300 對焊管配件，不銹鋼製
730729   其他
73072900 其他管配件，不銹鋼製
73079    －其他︰
730791   凸緣
73079100 凸緣，其他鋼鐵製
730792   螺紋肘管、彎管及套筒
73079210 其他鋼鐵製螺紋套筒（僅含接頭）
73079220 其他鋼鐵製螺紋肘管、彎管及其他套筒
730793   對焊配件
73079300 對焊管配件，其他鋼鐵製
730799   其他
73079900 其他鋼鐵製管配件
7308     鋼鐵結構物（第９４０６節組合式建築物除外）及其零件（如︰橋及橋體段、水閘、塔、格狀桅桿、屋頂、屋頂架、門窗及其框架及門檻、百葉窗、欄杆、柱）；鋼鐵製板、桿、角形、型、管及類似品，已製作備結構物用者
730810   橋及橋體段
73081000 鋼鐵製橋及橋體段
730820   塔及格狀桅桿
73082000 鋼鐵製塔及格狀桅桿
730830   門、窗及其框架及門檻
73083000 鋼鐵製門、窗及其框架及門檻
730840   供鷹架、窗套、支柱或坑道支持用設備
73084000 鋼鐵製供鷹架、窗套、支柱或坑道支持用設備
730890   其他
73089010 鋼鐵製船用桅桿、欄杆及船殼零件
73089090 其他屬第７３０８節之貨品
7309     貯藏任何材料（壓縮或液化氣體除外）用之鋼鐵製貯器、容槽、大桶及類似容器，其容量超過３００公升，不論是否經襯裏或隔熱，但無機械或熱力設備者
730900   貯藏任何材料（壓縮或液化氣體除外）用之鋼鐵製容器，其容量超過３００公升，不論是否經襯裏或隔熱，但無機械或熱力設備者
73090000 貯藏任何材料（壓縮或液化氣體除外）用之鋼鐵製貯器、容槽、大桶及類似容器，其容量超過３００公升，不論是否經襯裏或隔熱，但無機械或熱力設備者
7310     貯藏任何材料（壓縮或液化氣體除外）用之鋼鐵製容槽、箱、圓桶、罐、盒及類似容器，其容量不超過３００公升，不論是否經襯裏或隔熱，但無機械及熱力設備者
731010   容量５０公升及以上者
73101000 貯藏任何材料（壓縮或液化氣體除外）用之鋼鐵製容槽、箱、圓桶、罐、盒及類似容器，其容量５０公升及以上但不超過３００公升，不論是否經襯裏或隔熱，但無機械及熱力設備者
73102    －容量小於５０公升者︰
731021   經軟焊或摺邊密封之罐
73102100 經軟焊或摺邊密封之罐，容量小於５０公升者
731029   其他
73102910 其他馬口鐵製容器，容量小於５０公升者
73102990 其他鋼鐵製容器，容量小於５０公升者
7311     供貯存壓縮或液化氣體用之鋼鐵製容器
731100   供貯存壓縮或液化氣體用之鋼鐵製容器
73110000 供貯存壓縮或液化氣體用之鋼鐵製容器
7312     鋼鐵製絞股線、索、纜、編帶、吊索及類似品，非電氣絕緣者
731210   絞股線、索及纜
73121010 用於傳動裝置之編帶及絞股線
73121090 其他鋼鐵製絞股線、索及纜、非電氣絕緣者
731290   其他
73129000 鋼鐵製編帶、吊索及類似品，非電氣絕緣者
7313     有刺鋼鐵線；鋼鐵製圍籬用之有刺或無刺之旋絞箍或扁平單線及鬆絞之雙線
731300   有刺鋼鐵線；鋼鐵製圍籬用之有刺或無刺之旋絞箍或扁平單線及鬆絞之雙線
73130000 有刺鋼鐵線；鋼鐵製圍籬用之有刺或無刺之旋絞箍或扁平單線及鬆絞之雙線
7314     鋼鐵線製布（包括環狀帶）、柵格、網及籬網；鋼鐵製拉孔片
73141    －織布︰
731412   不銹鋼製機械用環帶
73141200 不銹鋼製機械用環帶
731414   其他不銹鋼製織布
73141400 其他不銹鋼製織布
731419   其他
73141910 環形（無接頭）輸送及傳動用帶
73141920 其他輸送及傳動用帶
73141990 其他經緯交錯織成品
731420   柵格、網及籬網，交叉點經焊接，線之最大橫斷面尺寸３公厘及以上，網眼尺寸１００平方公分及以上者
73142000 鋼鐵線製柵格、網及籬網，交叉點經焊接，線之最大橫斷面尺寸３公厘及以上，網眼尺寸１００平方公分及以上者
73143    －其他柵格、網及籬網，交叉點經焊接者︰
731431   鍍或塗鋅者
73143100 鋼鐵線製柵格、網及籬網，交叉點經焊接，鍍或塗鋅者
731439   其他
73143900 其他鋼鐵線製柵格、網及籬網，交叉點經焊接者
73144    －其他布、柵格、網及籬網︰
731441   鍍或塗鋅者
73144100 鋼鐵線製布、柵格、網及籬網，鍍或塗鋅者
731442   塗塑膠者
73144200 鋼鐵線製布、柵格、網及籬網，塗塑膠者
731449   其他
73144900 其他鋼鐵線製布、柵格、網及籬網
731450   拉孔片
73145000 鋼鐵製拉孔片
7315     鋼鐵鏈及其零件
73151    －活節環鏈及其零件︰
731511   滾子鏈
73151100 滾子鏈
731512   其他鏈
73151200 鋼鐵製其他活節環鏈
731519   零件
73151900 鋼鐵製活節環鏈零件
731520   制滑鏈
73152000 鋼鐵製制滑鏈
73158    －其他鏈︰
731581   日字形鏈
73158100 鋼鐵製日字形鏈
731582   其他，焊接環鏈
73158200 其他鋼鐵製焊接環鏈
731589   其他
73158900 其他鋼鐵製鏈
731590   其他零件
73159000 其他鋼鐵製鏈零件
7316     鋼鐵製錨、四爪錨及其零件
731600   鋼鐵製錨、四爪錨及其零件
73160000 鋼鐵製錨、四爪錨及其零件
7317     鋼鐵製釘、平頭釘、圖釘、波紋釘、肘釘（第８３０５節者除外）及類似製品，不論有無其他材料製之釘頭者均在內，但不包括銅質釘頭者
731700   鋼鐵製釘、平頭釘、圖釘、波紋釘、肘釘（第８３０５節者除外）及類似品，不論有無其他材料製之釘頭者均在內，但不包括銅質釘頭者
73170010 鋼鐵製軌道用釘
73170020 圖釘
73170030 梳理機用平頭釘
73170090 其他屬第７３１７節之貨品
7318     鋼鐵製螺釘、螺栓、螺帽、車用螺釘、螺旋鈎、鉚釘、橫梢、開口梢、墊圈（包括彈簧墊圈）及類似製品
73181    －螺紋製品︰
731811   車用螺釘
73181100 鋼鐵製車用螺釘
731812   其他木用螺釘
73181200 其他木用螺釘，鋼鐵製
731813   螺旋鈎及螺旋圈
73181300 鋼鐵製螺旋鈎及螺旋圈
731814   自攻螺釘
73181400 自攻螺釘，鋼鐵製
731815   其他螺釘及螺栓，有否附螺帽及墊圈均在內
73181510 鋼鐵製鐵軌用螺釘及螺栓，有否附螺帽及墊圈均在內
73181590 其他鋼鐵製螺釘及螺栓，有否附螺帽及墊圈均在內
731816   螺帽
73181600 鋼鐵螺絲帽
731819   其他
73181900 其他鋼鐵螺紋製品
73182    －無螺紋製品︰
731821   彈簧墊圈及其他鎖緊墊圈
73182100 鋼鐵製彈簧墊圈及其他鎖緊墊圈
731822   其他墊圈
73182200 鋼鐵製其他墊圈
731823   鉚釘
73182300 鉚釘，鋼鐵製
731824   橫梢及開口梢
73182400 橫梢及開口梢，鋼鐵製
731829   其他
73182900 其他鋼鐵製無螺紋製品
7319     鋼鐵製供手用縫針、編織針、引針、鈎針、刺繡穿孔錐及類似品；未列名鋼鐵製安全別針及其他別針
731940   安全別針及其他別針
73194000 鋼鐵製安全別針及其他鋼鐵製別針
731990   其他
73199010 鋼鐵製縫針、補綴針或刺繡針
73199090 其他第７３１９節之類似品
7320     鋼鐵製彈簧及彈簧片
732010   片狀彈簧及其葉片
73201011 鋼鐵製片狀彈簧及其葉片，鐵道機車及柴油車用
73201019 鋼鐵製片狀彈簧及其葉片，其他車輛用
73201020 鋼鐵製片狀彈簧及其葉片，工業或農業用
73201090 其他鋼鐵製片狀彈簧及其葉片
732020   螺旋彈簧
73202011 鋼鐵製螺旋彈簧，鐵道機車及柴油車用
73202019 鋼鐵製螺旋彈簧，其他車輛用
73202020 自行車汽門嘴心用不銹鋼彈簧
73202030 鋼鐵製螺旋彈簧，自行車汽門嘴心用
73202090 其他鋼鐵製螺旋彈簧
732090   其他
73209000 其他鋼鐵製彈簧及彈簧片
7321     鋼鐵製暖爐、灶、爐格、烹飪鍋（包括附有中央暖氣用之輔助汽鍋者）、烤肉爐、火盆、氣圈、加熱板及類似非電力家用器具及其零件
73211    －烹飪器具及加熱板︰
732111   氣體燃料或氣體與其他燃料兩用者
73211100 鋼鐵製烹飪器具及加熱板，氣體燃料或氣體與其他燃料兩用者
732112   液體燃料用者
73211200 鋼鐵製烹飪器具及加熱板，液體燃料用者
732119   其他，包括固體燃料用器具
73211910 其他鋼鐵製烹飪器具及加熱板，固體燃料用器具
73211990 其他鋼鐵製烹飪器具及加熱板
73218    －其他器具︰
732181   氣體燃料或氣體與其他燃料兩用者
73218100 其他鋼鐵製家用器具，氣體燃料或氣體與其他燃料兩用者
732182   液體燃料用者
73218200 其他鋼鐵製家用器具，液體燃料用者
732189   其他，包括固體燃料用器具
73218910 其他鋼鐵製家用器具，固體燃料用器具
73218990 其他鋼鐵製家用器具
732190   零件
73219000 屬第７３２１節貨品之零件
7322     鋼鐵製非電熱之中央暖氣散熱器及其零件；鋼鐵製非電熱之空氣加熱器及熱空氣分佈器（包括可分佈新鮮空氣或調節空氣者），附有馬達風扇或吹風機者及其零件
73221    －散熱器及其零件︰
732211   鑄鐵者
73221100 散熱器（中央系統）及其零件，鑄鐵製
732219   其他
73221900 其他鋼鐵製散熱器及其零件
732290   其他
73229000 其他屬第７３２２節之貨品及其零件
