HS_NO       NOTE
2941200010 人用鏈黴素及其衍生物；其鹽類
2941200020 動物用鏈黴素及其衍生物；其鹽類
2941301010 人用氯四環素
2941301020 動物用氯四環素
2941309010 人用四環素及其其他衍生物；其鹽類
2941309020 動物用四環素及其其他衍生物；其鹽類
2941401010 人用氯絲菌素
2941401020 動物用氯絲菌素
2941402010 人用氯絲菌素衍生物；其鹽類
2941402020 動物用氯絲菌素及其衍生物；其鹽類
2941501010 人用紅絲菌素月桂硫酸丙脂
2941501020 動物用紅絲菌素月桂硫酸丙脂
2941509010 人用紅絲菌素及其衍生物；其其他鹽類
2941509020 動物用紅絲菌素及其衍生物；其其他鹽類
2941901010 人用硫酸紫菌素
2941901020 動物用硫酸紫菌素
2941909011 人用胺基配醣體類抗生素（鏈黴素及其衍生物；其鹽類及硫酸紫菌素除外）
2941909012 動物用胺基配醣體類抗生素（鏈黴素及其衍生物；其鹽類及硫酸紫菌素除外）
2941909021 人用巨環類抗生素（紅絲菌素及其衍生物；其鹽類除外）
2941909022 動物用巨環類抗生素（紅絲菌素及其衍生物；其鹽類除外）
2941909031 人用抗黴菌劑類抗生素
2941909032 動物用抗黴菌劑類抗生素
2941909041 人用頭孢子菌類抗生素
2941909042 動物用頭孢子菌類抗生素
2941909051 人用其他β－丙醯胺抗生素（青黴素及其衍生物；其鹽類及頭孢子菌類抗生素除外）
2941909052 動物用其他β－丙醯胺抗生素（青黴素及其衍生物；其鹽類及頭孢子菌類抗生素除外）
2941909091 人用其他抗生素
2941909092 動物用其他抗生素
2942001000 供合成原料藥、動物用藥及輔助飼料藥之化學產品
2942009000 其他有機化合物
3001200000 腺體或其他器官或其分泌物之萃取物
3001901000 肝素及其鹽類
3001902010 異體骨移植物
3001902090 其他經消毒作移植用骨及皮
3001903000 經消毒作移植用眼角膜
3001904010 乾燥水獺肝（醫療用）
3001904020 乾熊膽（醫療用）
3001904030 乾紫河車
3001904090 其他已乾燥之腺體和其他器官，不論是否製成粉末者 
3001909000 其他未列名之已調製人類或動物物質，供醫療或預防疾病之用者
3002110000 瘧疾檢測試劑組
3002120011 抗毒血清
3002120019 其他血清
3002120020 血漿
3002120030 血液球蛋白及白蛋白
3002120040 抗血友病製劑
3002120090 其他血液分離部分
3002130000 免疫產品，未混合，不具有劑量或零售包裝式樣者
3002140000 免疫產品，已混合，不具有劑量或零售包裝式樣者
3002150000 免疫產品，具有劑量或零售包裝式樣者
3002190000 其他產品，不論是否經改質或以生物技術方法取得者
3002200000 人類醫藥用疫苗
3002301000 口蹄疫疫苗
3002309000 其他動物用疫苗
3002901000 豬糞尿處理菌材
3002909010 抗毒素
3002909020 石房蛤毒素（腰鞭毛蟲毒素）
3002909030 蓖麻毒（蓖麻子白蛋白）
3002909040 污染防治用微生物產品
3002909090 人類血液；已調製動物血液供治療、預防疾病或診斷用；毒素、微生物培養體（酵母除外）和類似品
3003101010 人用醫藥製劑，含青黴素類或具有青黴素酸結構之衍生物者
3003101020 動物用醫藥製劑，含青黴素類或具有青黴素酸結構之衍生物者
3003102010 人用醫藥製劑，含鏈黴素或其衍生物者
3003102020 動物用醫藥製劑，含鏈黴素或其衍生物者
3003200011 人用醫藥製劑，含胺基配醣體類抗生素者（含鏈黴素或其衍生物；其鹽類者除外）
3003200013 動物用醫藥製劑，含胺基配醣體類抗生素者（含鏈黴素或其衍生物；其鹽類者除外）
3003200021 人用醫藥製劑，含抗黴菌劑類抗生素者
3003200023 動物用醫藥製劑，含抗黴菌劑類抗生素者
3003200031 人用醫藥製劑，含頭孢子菌類抗生素者
3003200032 動物用醫藥製劑，含頭孢子菌類抗生素者
3003200041 人用醫藥製劑，含其他β－丙醯胺抗生素（含青黴素及其衍生物；其鹽類及頭孢子菌類抗生素除外）
3003200042 動物用醫藥製劑，含其他β－丙醯胺抗生素（含青黴素及其衍生物；其鹽類及頭孢子菌類抗生素除外）
3003200051 人用醫藥製劑，含氯絲菌素或其衍生物者
3003200052 動物用醫藥製劑，含氯絲菌素或其衍生物者
3003200061 人用醫藥製劑，含巨環類抗生素者
3003200063 動物用醫藥製劑，含巨環類抗生素者
3003200071 人用醫藥製劑，含四環素或其衍生物者
3003200073 動物用醫藥製劑，含四環素或其衍生物者
3003200091 人用醫藥製劑，含有其他抗生素者
3003200093 動物用醫藥製劑，含有其他抗生素者
3003310000 其他醫藥製劑，含有胰島素者
3003390000 其他醫藥製劑，含有荷爾蒙或第２９３７節之其他產品
3003410000 其他醫藥製劑，含有麻黃鹼或其鹽類者
3003420000 其他醫藥製劑，含有假麻黃鹼（ＩＮＮ）或其鹽類者
3003430000 其他醫藥製劑，含有新麻黃鹼或其鹽類者 
3003490010 鴉片類製劑
3003490020 印度大麻類製劑
3003490030 古柯鹼類製劑
3003490040 其他麻醉藥品製劑
3003490090 其他醫藥製劑，含有生物鹼或其衍生物
3003600000 其他醫藥製劑，含有本章目註二所述之抗瘧疾主要有效成分者 
3003901000 含有維他命或第２９３６節產品之其他醫藥製劑
3003902000 麻醉劑
3003903000 血液代用品與血漿代用品及基因重組製劑
3003904000 營養與電解質液
3003905000 洗腎用清洗液，不具有劑量或零售包裝式樣者
3003906000 磺胺藥
3003907100 中藥酒劑
3003907900 其他中藥製劑
3003909200 抗癌劑
3003909300 農藥中毒解毒劑
3003909400 抗人類免疫缺乏病毒感染用藥
3003909910 抗過敏抗組織胺用藥
3003909921 醫藥製劑，含有西可巴比妥者
3003909922 醫藥製劑，含有異戊巴比妥者
3003909931 醫藥製劑，含有三唑他（三唑侖）者
3003909932 醫藥製劑，含有氟硝西泮者
3003909933 醫藥製劑，含有氯甲西泮（甲基樂耐平）者
3003909934 醫藥製劑，含有氟地西泮（氟二氮平）者
3003909935 醫藥製劑，含有舒樂安定（伊疊唑侖）者
3003909936 醫藥製劑，含有阿普唑他（三氮二氮平）者
3003909937 醫藥製劑，含有替馬西泮（甲羥氮平）者
3003909938 醫藥製劑，含有咪達唑他（咪氟唑侖）者
3003909941 醫藥製劑，含有特拉嗎竇者
3003909951 醫藥製劑，含有伯替唑他者
3003909961 醫藥製劑，含有唑匹可隆者
3003909971 醫藥製劑，含有札來普隆者
3003909972 醫藥製劑，含有佐沛眠者
3003909990 其他醫藥製劑（不包括第３００２、３００５或３００６節所列者），包含兩種或以上之成分業經混合供治療或預防疾病之用，不具有劑量或零售包裝式樣者
3004101010 人用醫藥製劑，含青黴素類或具有青黴素酸結構之衍生物者
3004101020 動物用醫藥製劑，含青黴素類或具有青黴素酸結構之衍生物者
3004102010 人用醫藥製劑，含鏈黴素或其衍生物者
3004102020 動物用醫藥製劑，含鏈黴素或其衍生物者
3004200011 人用醫藥製劑，含胺基配醣體類抗生素者（含鏈黴素或其衍生物；其鹽類者除外）
3004200013 動物用醫藥製劑，含胺基配醣體類抗生素者（含鏈黴素或其衍生物；其鹽類者除外）
3004200021 人用醫藥製劑，含抗黴菌劑類抗生素者
3004200023 動物用醫藥製劑，含抗黴菌劑類抗生素者
3004200031 人用醫藥製劑，含頭孢子菌類抗生素者
3004200032 動物用醫藥製劑，含頭孢子菌類抗生素者
3004200041 人用醫藥製劑，含其他β－丙醯胺抗生素者（含青黴素及其衍生物；其鹽類及頭孢子菌類抗生素者除外）
3004200042 動物用醫藥製劑，含其他β－丙醯胺抗生素者（含青黴素及其衍生物；其鹽類及頭孢子菌類抗生素者除外）
3004200051 人用醫藥製劑，含氯絲菌素或其衍生物者
3004200052 動物用醫藥製劑，含氯絲菌素或其衍生物者
3004200061 人用醫藥製劑，含巨環類抗生素者
3004200063 動物用醫藥製劑，含巨環類抗生素者
3004200071 人用醫藥製劑，含四環素或其衍生物者
3004200073 動物用醫藥製劑，含四環素或其衍生物者
3004200091 人用醫藥製劑，含有其他抗生素者
3004200093 動物用醫藥製劑，含有其他抗生素者
3004310000 其他醫藥製劑，含有胰島素者
3004320000 其他醫藥製劑，含有腎上腺皮質類固醇荷爾蒙及其衍生物或結構式類似者
3004390010 醫藥製劑，含有美服培酮及其異構物、酯類、醚類及鹽類者
3004390090 其他醫藥製劑，含有荷爾蒙或第２９３７節之其他產品
3004410000 其他醫藥製劑，含有麻黃鹼或其鹽類者
3004420000 其他醫藥製劑，含有假麻黃鹼（ＩＮＮ）或其鹽類者
3004430000 其他醫藥製劑，含有新麻黃鹼或其鹽類者
3004490011 醫藥製劑，含有愛托啡因及其異構物、酯類、醚類及鹽類者
3004490012 醫藥製劑，含有嗎啡及其異構物、酯類、醚類及鹽類者
3004490013 醫藥製劑，含有二氫嗎啡酮及其異構物、酯類、醚類及鹽類者
3004490014 醫藥製劑，含有羥二氫可待因酮（羥可酮）及其異構物、酯類、醚類及鹽類者
3004490015 醫藥製劑，含有丁基原啡因及其異構物、酯類、醚類及鹽類者
3004490019 其他鴉片類製劑
3004490020 印度大麻類製劑
3004490030 古柯鹼類製劑
3004490040 其他麻醉藥品製劑
3004490050 麻醉藥品解毒藥製劑 
3004490090 其他醫藥製劑，含有生物鹼或其衍生物者
3004500000 其他醫藥製劑，含有維他命或第２９３６節之其他產品
3004600000 其他醫藥製劑，含有本章目註二所述之抗瘧疾主要有效成分者
3004901010 醫藥製劑，含有硫美妥者（包括異構物、酯類、醚類及鹽類）
3004901020 醫藥製劑，含有愷他命及其異構物、酯類、醚類及鹽類者
3004901030 醫藥製劑，含有丙泊酚及其異構物、酯類、醚類及鹽類者
3004901090 其他麻醉劑
3004902000 血液代用品與血漿代用品及基因重組製劑
3004903000 營養與電解質液
3004904000 洗腎用清洗液，具有劑量或零售包裝式樣者
3004905000 磺胺藥
3004906100 中藥酒劑
3004906900 其他中藥製劑
3004907100 抗癌藥
3004907200 抗人類免疫缺乏病毒感染用藥
3004908000 農藥中毒解毒劑
3004909100 抗排斥醫藥製劑
3004909200 安瓿裝蒸餾水
3004909910 抗過敏抗組織胺用藥
3004909921 醫藥製劑，含有西可巴比妥者
3004909922 醫藥製劑，含有異戊巴比妥者
3004909931 醫藥製劑，含有三唑他（三唑侖）者
3004909932 醫藥製劑，含有氟硝西泮者
3004909933 醫藥製劑，含有氯甲西泮（甲基樂耐平）者
3004909934 醫藥製劑，含有氟地西泮（氟二氮平）者
3004909935 醫藥製劑，含有舒樂安定（伊疊唑侖）者
3004909936 醫藥製劑，含有阿普唑他（三氮二氮平）者
3004909937 醫藥製劑，含有替馬西泮（甲羥氮平）者
3004909938 醫藥製劑，含有咪達唑他（咪氟唑侖）者
3004909941 醫藥製劑，含有特拉嗎竇者
3004909942 醫藥製劑，含有伯替唑他者
3004909943 醫藥製劑，含有唑匹可隆者
3004909944 玻璃體替代物
3004909945 醫藥製劑，含有札來普隆者
3004909946 醫藥製劑，含有佐沛眠者
3004909952 醫藥製劑，含有瑞吩坦尼及其異構物、酯類、醚類及鹽類者
3004909953 醫藥製劑，含有阿華吩坦尼及其異構物、酯類、醚類及鹽類者
3004909954 醫藥製劑，含有吩坦尼及其異構物、酯類、醚類及鹽類者
3004909955 醫藥製劑，含有美沙冬及其異構物、酯類、醚類及鹽類者
3004909956 醫藥製劑，含有潘他唑新及其異構物、酯類、醚類及鹽類者
3004909957 醫藥製劑，含有蘇吩坦尼及其異構物、酯類、醚類及鹽類者
3004909958 醫藥製劑，含有四氫大麻酚及其異構物、酯類、醚類及鹽類者
3004909959 醫藥製劑，含有派醋甲酯及其異構物、酯類、醚類及鹽類者
3004909961 醫藥製劑，含有他噴他竇及其異構物、酯類、醚類及鹽類者
3004909962 醫藥製劑，含有戊巴比妥（不含異戊巴比妥）及其異構物、酯類、醚類及鹽類者
3004909963 醫藥製劑，含有硝甲西泮（硝甲氮平）及其異構物、酯類、醚類及鹽類者
3004909964 醫藥製劑，含有巴比妥及其異構物、酯類、醚類及鹽類者
3004909965 醫藥製劑，含有溴西泮（溴氮平）及其異構物、酯類、醚類及鹽類者
3004909966 醫藥製劑，含有勞拉西泮（樂耐平）及其異構物、酯類、醚類及鹽類者
3004909967 醫藥製劑，含有美達西泮（美達氮平）及其異構物、酯類、醚類及鹽類者
3004909968 醫藥製劑，含有甲丙氨酯（美普巴邁）及其異構物、酯類、醚類及鹽類者
3004909969 醫藥製劑，含有硝西泮（耐妥眠）及其異構物、酯類、醚類及鹽類者
3004909971 醫藥製劑，含有去甲西泮（原氮平）及其異構物、酯類、醚類及鹽類者
3004909972 醫藥製劑，含有去甲羥安定（歐沙氮平、去甲羥氮平）及其異構物、酯類、醚類及鹽類者
3004909973 醫藥製劑，含有噁唑他（㗁甲唑侖）及其異構物、酯類、醚類及鹽類者
3004909974 醫藥製劑，含有匹嗎啉（苯㗁唑啉）及其異構物、酯類、醚類及鹽類者
3004909975 醫藥製劑，含有氯巴占（甲酮氮平）及其異構物、酯類、醚類及鹽類者
3004909976 醫藥製劑，含有氯硝西泮（可那氮平、氯硝氮平）及其異構物、酯類、醚類及鹽類者
3004909977 醫藥製劑，含有氯拉䓬酸（氯氮平酸鹽）及其異構物、酯類、醚類及鹽類者
3004909978 醫藥製劑，含有氯噁唑他（氯㗁唑侖）及其異構物、酯類、醚類及鹽類者
3004909979 醫藥製劑，含有安定（二氮平）及其異構物、酯類、醚類及鹽類者
3004909981 醫藥製劑，含有氟安定（氟路洛）及其異構物、酯類、醚類及鹽類者
3004909982 醫藥製劑，含有普拉西泮（環丙氮平）及其異構物、酯類、醚類及鹽類者
3004909983 醫藥製劑，含有莫待芬寧及其異構物、酯類、醚類及鹽類者
3004909984 醫藥製劑，含有美妥芬諾及其異構物、酯類、醚類及鹽類者
3004909985 醫藥製劑，含有氯苄雷司及其異構物、酯類、醚類及鹽類者
3004909986 醫藥製劑，含有離胺右旋安非他命及其異構物、酯類、醚類及鹽類者
3004909990 其他醫藥製劑〈不包括第３００２、３００５或３００６節所列者〉包含經混合或未混合產品供治療或預防疾病用，具有劑量（包括經皮給藥形態者）或零售包裝式樣者
3005101000 外科用膠帶
3005102000 絆創膏
3005109010 其他粘敷料和其他具有粘層之物品，含水楊酸２％及以上者
3005109090 其他粘敷料和其他具有粘層之物品
3005901000 填塞料
3005902000 藥用紗布
3005903000 繃帶
3005904010 消毒用棉
3005904090 其他藥用棉
3005909000 其他屬第３００５節之貨品
3006101000 已消毒外科手術用腸線、類似已消毒外科縫合材料（包括外科手術或牙科用已消毒且具被吸收性之紗線）和已消毒之外科傷口閉合用組織黏合劑
3006102000 已消毒昆布及已消毒昆布塞條
3006103100 已消毒外科用或牙科用，具吸收性之止血物質，棉製
3006103900 已消毒外科用或牙科用，具吸收性之止血物質，其他材料製
3006104000 無論是否具被吸收性之外科或牙科用已消毒黏附阻隔層
3006200000 血型分類試藥
3006300000 Ｘ光檢驗用不透光製劑；專供病人用之診斷用試藥
3006401000 牙科用粘固劑及填充物
3006402000 骨骼再建粘固劑
3006501000 急救箱
3006502000 急救設備
3006600000 以荷爾蒙、第２９３７節之其他產品或殺精蟲劑為基料之化學避孕製劑
3006700000 膠狀製品，設計用於人獸醫藥品，供作外科手術或體檢時身體局部潤滑劑，或供作身體與醫療器械間之偶合劑
3006910000 可辨識供人工造口術用之物品
3006920000 報廢醫藥品
3101001000 糞肥
3101002000 鳥糞（石）
